group_id,sha256,total_files,redundant_copies,datasets_present,raw_class_folders,mapped_species,approval_statuses,representative_dataset,representative_relative_path,has_class_conflict,has_species_conflict,has_status_conflict
DUP_04869,f4c8574812daa612ca39b9a9727b3b9cb95147e19f0dec42fe465417abdaa139,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nerale | Kaggle:Medicinal Leaf dataset\Nerale,Nerale,APPROVED,Hugging_Face,Nerale\P_20190909_133406_vHDR_On.jpg,True,False,False
DUP_04870,743e3d1b718c3fc16162615222b9a9bccbc76207f980eb06dfae29215c503092,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nerale | Kaggle:Medicinal Leaf dataset\Nerale,Nerale,APPROVED,Hugging_Face,Nerale\P_20190909_133418_vHDR_On.jpg,True,False,False
DUP_04871,7b7a5785d2951e7e0cdf333cb9a81d6b85e204fd81605e6dd2cb64f3b71156b6,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113200.jpg,True,True,False
DUP_04872,6423c318c08ed165d66cb8763dcd36766dec8bde6e857a9fb5ef303e20f32692,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113207.jpg,True,True,False
DUP_04873,f0a2d210d4e4d876029c764ec40ca64631ea69a08ff013b5ee0edd586d7c8ff9,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113234.jpg,True,True,False
DUP_04874,ffe4e5b9f85e609a840ccf491fe9c7ae37cf4ecaeee8f0e78f332604492df303,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113246.jpg,True,True,False
DUP_04875,630810e7cd0234a1168d1977c60ed87c7efc5cc89b0d4a70979fd02d1a3d2dfb,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113250.jpg,True,True,False
DUP_04876,0ae955f69d441d32bcfed686941d0782897d6edaa44efac6c1454453dc8a842e,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113322.jpg,True,True,False
DUP_04877,1648f9e2ef3c430055dfd314c5b6cb3ba81ab9ef263dcf6b6626b93dfc03d6ee,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113324.jpg,True,True,False
DUP_04878,a31c3b319778d85a286cac33ee451af4496786337e81c786c89731805bd00f13,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113329.jpg,True,True,False
DUP_04879,624912f102c9d6dd0985b37fe0b8122495c241ef6a80d336ebe097c1c0d2d259,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113340.jpg,True,True,False
DUP_04880,88274721b409a8b47a5640bc29f014eddac427ddb9a697df587ddeb745cd2536,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113344.jpg,True,True,False
DUP_04881,ea60482991fb8635840ff8e6075df0aec7eee1431cab750fa0f3efc8ee7c417c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113357.jpg,True,True,False
DUP_04882,1fef837ebd408e30671cb7f2d1e553b3eda7cc9d2ce8fe1776f402d2a325c527,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113402.jpg,True,True,False
DUP_04883,7c03197d7ef9b0f4a8827e6e390e45921adb81a42bc14255d385e7e16bbe6eb9,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113435.jpg,True,True,False
DUP_04884,cb8d7a0d758c26d5a4a5c134c88ac524ff1ede34b3abda72552764888af9643d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113438.jpg,True,True,False
DUP_04885,14ad001b143796f48a3a98280b35ab43810c212f9075a50dcf635c6535f23ef9,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113443.jpg,True,True,False
DUP_04886,31e03ff35402e5e15830d767d45c3313c63ac721a6f1af66cfefe4a4c7ae1365,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113455.jpg,True,True,False
DUP_04887,156928ece2a521f78146d55b866eca0aea6638e3707402689129ef4e0066491c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113459.jpg,True,True,False
DUP_04888,90295c59d7034ccc948aef858888095689783d9d14e26aa44e2b6f82cf8be80c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113503.jpg,True,True,False
DUP_04889,13f0f5e850dd4a87ceb123af85002774550530c1a828915c098526e638a1b157,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113527.jpg,True,True,False
DUP_04890,17eacdc3fe971c55eb871b1dd98a4c596a90b739461603c8e18b9c5010f69aeb,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113552.jpg,True,True,False
DUP_04891,16a760573be8c84cd80256610c6c4415071108938985cd770ccf92f70d73567f,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113556.jpg,True,True,False
DUP_04892,6fb5377f0bf8bef3fd4c190bbe81eacdcaa1ddb4cf09d4d5b8e640b2e85f3688,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113600.jpg,True,True,False
DUP_04893,25c8ab553cfa7220733a84d4dbd0223bf5640f46397d980d3cbc19d326a1e602,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113625.jpg,True,True,False
DUP_04894,7e86c884a3361dd490d868f44ff5351b1eea009c415043c0b0757bf18a7bdf4c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113633.jpg,True,True,False
DUP_04895,b397dc95fbdc291a1dda011ee8ecbcadcb04185ae73ab9ba1a83a45fec6a2237,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113636.jpg,True,True,False
DUP_04896,30406372b1c0c0363de36110efc7a66c8e1387c3eacd7f9146f246ad58b700c2,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113641.jpg,True,True,False
DUP_04897,e72d5a6df9394e9410415185d9886eb98f73f833c104914c5a5358020d0dd8cb,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113659.jpg,True,True,False
DUP_04898,d8c36dec12abf71680f8b61e6dca0ff2cab3d21897a58396d2fdf95ec254b492,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113703.jpg,True,True,False
DUP_04899,0e4e00f5cc0047eb6127dd02e55cb1358d34e66d9346262bed1317e804088bc4,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113708.jpg,True,True,False
DUP_04900,18054f02f3fa41542461d646b037d48d0489143178930959bef2c9152b465359,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113725.jpg,True,True,False
DUP_04901,dc3b31631153ce8f532005e2cce2ebbb7c50b60d29f6a68d5085f58527182e41,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113728.jpg,True,True,False
DUP_04902,09673c87874f166d1866e46167f0c256404e59ff180d10dadc437e7c41fa5a5e,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113738.jpg,True,True,False
DUP_04903,ad76e770c65523ff66812670efb5f6b35b869ec5d180226ab589a7c3b7ec74f1,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_113915.jpg,True,True,False
DUP_04904,42fd8c3972e06bd6a173cf548f43ad9c992da6accbcf374bb05f64491e4073a3,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114034.jpg,True,True,False
DUP_04905,40fd87127a720b85572739a5ccdda978400f00f350c12e4df2f284f5fb08294e,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114224.jpg,True,True,False
DUP_04906,865d8a596ccc5b4f83f528f3c240cd2aeb1eebd7864e30bb7a0b32e78f47641d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114227.jpg,True,True,False
DUP_04907,75a5ad7b43abcfbdaedfb7ea7214dbc4d9a2e9da2fd8f07bf04040c732463471,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114238.jpg,True,True,False
DUP_04908,b7fb6a0ebcc163102ba1be9299e0c80ec7efb67e920dbbca9a4a75121e2113e5,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114244.jpg,True,True,False
DUP_04909,90381b000fb821c9ce83d1eebf2b56c412ab069e65d31dc5fa216dbc145bf59a,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114247.jpg,True,True,False
DUP_04910,f6cf6a54b8ecff2139004ff52e8c9a71b0e3a01386a81a6b7a94cb830626bcc8,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114253.jpg,True,True,False
DUP_04911,445487165de158932d00cdbcaa12e8c6bbd1a9c1e885230bb26daaab04ee5ace,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114334.jpg,True,True,False
DUP_04912,4609eeb8a254c321973fbd0bc021533fe6363a9f4776cbb070a4fd2b70c294e0,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114336.jpg,True,True,False
DUP_04913,2bdf439096fe9ee1a01db4896d3e8a4d1abfe258178ed1c2f382fd0c469778d8,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114341.jpg,True,True,False
DUP_04914,33424e105dd94fdb4ce58ba6a028c1ea2a2547e607c7f0784c2dee7cdaa322e6,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114352.jpg,True,True,False
DUP_04915,c3a20a8556fb0cc1174d39e795e829d43c7925a791163b9f5a17ec49c2562208,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114353.jpg,True,True,False
DUP_04916,956939d4389099483eb553fc179f8cf09da41a4b5c9627f5497c61ac04d49c6d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114358.jpg,True,True,False
DUP_04917,ce068e7da59d271c93bffbb1e1ec452398d199c3da1b2df92c17a51eb3c97fdb,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114744.jpg,True,True,False
DUP_04918,03665af5ca733ee88f6a1abc4d6c2c7224dbc5d43ac7ef2e9416fb906f1cf529,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114746.jpg,True,True,False
DUP_04919,a825c223a48fc598a90d9fafc6113af77f0f385e7d680acc3c4bd91c421ce6e6,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114753.jpg,True,True,False
DUP_04920,350fc6666ec76d265f2d02127a2f71c92977afe757fed452f9404f064ad9f6d9,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114755.jpg,True,True,False
DUP_04921,2fe5c40104cb25291fa9bc98de999dc76aba163c8c7872280e60421cba5f61fe,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114854.jpg,True,True,False
DUP_04922,874ca229cc3452d23cd1cc9293a8846a2055c333b9f957ee0f24f0fb5173a923,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114858.jpg,True,True,False
DUP_04923,98cab0dc4114f5ef386da01cdab2f40ef89117ce33b387404bd750589c2e32ad,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114907.jpg,True,True,False
DUP_04924,a2fc0057409d80ac16ed244e742cf09ee498e67425ee52f08b9548e5babba96d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114909.jpg,True,True,False
DUP_04925,94e5f7f7b30cf7afbd455c3d5b2803a8958421a6a12edb8800a4634a436d9ec3,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_114913.jpg,True,True,False
DUP_04926,1032f60925681ae7c9af7e70dea0925af5008d98887e5ea6601f49cbf8868a61,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_115128.jpg,True,True,False
DUP_04927,22a296d82cb3d658b161aa951325382448cd405d7217b5fb31304f46863f0192,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\IMG_20190921_115132.jpg,True,True,False
DUP_04928,7061064ab0c6b71155b3e8601a06cfabd34bc664c17a1e190b31dbcc0b21bc69,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130632_vHDR_On.jpg,True,True,False
DUP_04929,07cb94922c25df085eb8e2b26ab7f2da72ca44ed676fb6add5768caeaa7e785c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130633_vHDR_On.jpg,True,True,False
DUP_04930,338ae20d8442cc15bd91d3546b036af75b9339bc9f74d38db5b1ae9d1de13079,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130647_vHDR_On.jpg,True,True,False
DUP_04931,4a10ca2b04710753a32254e7c43da670c8ca2751a2ceb555c1f332438523fbd5,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130709_vHDR_On.jpg,True,True,False
DUP_04932,d0a3a53e2cdab5fa5bebba8688fbc43a7672e5b2db0412dbea1cbf89435fe0f1,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130710_vHDR_On.jpg,True,True,False
DUP_04933,1a89a4189056e224063876e7faae28524475c9391fa129bed9f399d4023fd1e5,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130721_vHDR_On.jpg,True,True,False
DUP_04934,dce5ec83ad53f9d6eec7b1e585f59ca300e32d16d7fedcdde93ac0baa23d5982,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130722_vHDR_On.jpg,True,True,False
DUP_04935,6da0bc7d29844008005eee20c9fa88fcbf2884a32ef1f0247f96ee5edc17023c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130803_vHDR_On.jpg,True,True,False
DUP_04936,32b21772a9a0bba34c7411824c4d75f6b08ab0e5fcb88208938556c85d2dd515,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130847_vHDR_On.jpg,True,True,False
DUP_04937,be4a421c245ad17119cf3077eacd60229aa154b08e86ea760f9ab52cd110e07c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130849_vHDR_On.jpg,True,True,False
DUP_04938,0e12f873c5205c7d44cef2d821cf377142032077e2108911197e554dc22d9a58,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_130943_vHDR_On.jpg,True,True,False
DUP_04939,8c4c4401252db3235f76440f03c9c3b69baeadb92b3079301161675906bbb1db,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_131031_vHDR_On.jpg,True,True,False
DUP_04940,b75125db582fa1d36731105ce69b5a2d27ac38eceab78adb9e19712473ed4455,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_131032_vHDR_On.jpg,True,True,False
DUP_04941,8d67450b3c6cc65d7c9e4a865eeab502bbf0f29f4121bdbf562d9d86a90aabb0,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_131053_vHDR_On.jpg,True,True,False
DUP_04942,09ebbf13c4bccf253de881ae59a320d8746accaf67755b0b79610c79cdb099cd,2,1,"Hugging_Face, Kaggle",Hugging_Face:Nooni-Morinda citrifolia | Kaggle:Medicinal Leaf dataset\Nooni,Nooni | Nooni-Morinda Citrifolia,APPROVED,Hugging_Face,Nooni-Morinda citrifolia\P_20190909_131054_vHDR_On.jpg,True,True,False
